accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score,indicator_calc_date,price_at_filing,rsi_14,macd,macd_signal,macd_histogram,sma_20,sma_50,sma_200,price_vs_sma20_pct,price_vs_sma50_pct,price_vs_sma200_pct,bb_upper,bb_middle,bb_lower,bb_position_pct,atr_14,volume,avg_volume_20,volume_ratio
0001213900-25-003944,20250115,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2051675,"HK Red Sun Co., Limited",28,D,28,0,6,12,2,0,0,4,4,0,HKIT,CIK,100,2025-01-16,1.43,28.99,0.02,0.01,0.0,1.38,1.36,,3.62,5.15,,1.51,1.38,1.25,69.23,0.16,85300,57275,1.49
0001213900-25-003941,20250115,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2051775,Gold Ray Ventures Limited,30,D,30,0,6,14,2,0,0,4,4,0,HKIT,CIK,100,2025-01-16,1.43,28.99,0.02,0.01,0.0,1.38,1.36,,3.62,5.15,,1.51,1.38,1.25,69.23,0.16,85300,57275,1.49
0001213900-25-003774,20250115,07/29/2024,SCHEDULE 13G,1742341,Hitek Global Inc.,G45139105,2051797,Apex Management Limited,30,D,30,0,6,14,2,0,0,4,4,0,HKIT,CIK,100,2025-01-16,1.43,28.99,0.02,0.01,0.0,1.38,1.36,,3.62,5.15,,1.51,1.38,1.25,69.23,0.16,85300,57275,1.49
0001178913-25-000139,20250116,12/31/2024,SCHEDULE 13D,1742692,InMode Ltd.,M5425M103,1803068,Moshe Mizrahy,77,B,77,0,18,6,10,5,18,4,16,0,INMD,CIK,100,2025-01-17,16.79,48.96,-0.42,-0.45,0.03,16.77,17.97,,0.12,-6.57,,17.67,16.77,15.87,51.11,0.6,1005900,951705,1.06
0000092230-25-000009,20250123,12/31/2024,SCHEDULE 13G/A,1742912,Tidal ETF Trust,886364637,92230,TRUIST FINANCIAL CORP,16,D,16,0,2,6,2,0,0,2,4,0,"""RSPA""",CIK,100,2025-01-24,46.9,37.24,0.12,-0.08,0.2,45.92,46.53,,2.13,0.79,,47.0,45.92,44.83,95.31,0.39,23000,19435,1.18
0001493152-25-004530,20250131,12/18/2024,SCHEDULE 13D/A,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",76152G100,1015823,Parag Saxena,45,C,45,0,12,12,10,6,0,1,4,0,RVPH,CIK,100,2025-01-31,1.89,36.56,0.03,0.04,-0.01,1.87,1.73,,1.07,9.25,,2.07,1.87,1.67,55.0,0.19,944800,2345215,0.4
0001493152-25-004530,20250131,12/18/2024,SCHEDULE 13D/A,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",76152G100,1502216,"VEDANTA PARTNERS, LLC",37,D,37,0,12,12,2,6,0,1,4,0,RVPH,CIK,100,2025-01-31,1.89,36.56,0.03,0.04,-0.01,1.87,1.73,,1.07,9.25,,2.07,1.87,1.67,55.0,0.19,944800,2345215,0.4
0001493152-25-004530,20250131,12/18/2024,SCHEDULE 13D/A,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",76152G100,1502222,"Vedanta Associates, L.P.",35,D,35,0,12,6,6,6,0,1,4,0,RVPH,CIK,100,2025-01-31,1.89,36.56,0.03,0.04,-0.01,1.87,1.73,,1.07,9.25,,2.07,1.87,1.67,55.0,0.19,944800,2345215,0.4
0001493152-25-004530,20250131,12/18/2024,SCHEDULE 13D/A,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",76152G100,1614642,"Beta Operators Fund, L.P.",29,D,29,0,12,0,6,6,0,1,4,0,RVPH,CIK,100,2025-01-31,1.89,36.56,0.03,0.04,-0.01,1.87,1.73,,1.07,9.25,,2.07,1.87,1.67,55.0,0.19,944800,2345215,0.4
0001493152-25-004530,20250131,12/18/2024,SCHEDULE 13D/A,1742927,"REVIVA PHARMACEUTICALS HOLDINGS, INC.",76152G100,1865703,"Vedanta Associates-R, LP",29,D,29,0,12,0,6,6,0,1,4,0,RVPH,CIK,100,2025-01-31,1.89,36.56,0.03,0.04,-0.01,1.87,1.73,,1.07,9.25,,2.07,1.87,1.67,55.0,0.19,944800,2345215,0.4
0001535610-25-000002,20250102,12/31/2024,SCHEDULE 13G/A,1743340,TuanChe Ltd,89856T104,1535610,HAL MINTZ,24,D,24,0,2,6,10,0,0,2,4,0,TC,CIK,100,2025-01-03,22.4,45.71,0.55,0.18,0.36,20.39,19.95,,9.86,12.28,,23.89,20.39,16.89,78.71,2.37,4210,10858,0.39
0001535610-25-000002,20250102,12/31/2024,SCHEDULE 13G/A,1743340,TuanChe Ltd,89856T104,1535610,"SABBY MANAGEMENT, LLC",16,D,16,0,2,6,2,0,0,2,4,0,TC,CIK,100,2025-01-03,22.4,45.71,0.55,0.18,0.36,20.39,19.95,,9.86,12.28,,23.89,20.39,16.89,78.71,2.37,4210,10858,0.39
0001535610-25-000002,20250102,12/31/2024,SCHEDULE 13G/A,1743340,TuanChe Ltd,89856T104,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,16,D,16,0,2,6,2,0,0,2,4,0,TC,CIK,100,2025-01-03,22.4,45.71,0.55,0.18,0.36,20.39,19.95,,9.86,12.28,,23.89,20.39,16.89,78.71,2.37,4210,10858,0.39
0000932471-25-000176,20250130,12/31/2024,SCHEDULE 13G/A,1743725,Grid Dynamics Holdings Inc,39813G109,102909,The Vanguard Group,26,D,26,0,2,6,12,0,0,2,4,0,GDYN,CIK,100,2025-01-31,22.59,78.48,0.52,0.47,0.05,21.4,20.16,,5.56,12.05,,22.72,21.4,20.08,95.08,0.86,643600,738150,0.87
0002012383-25-000054,20250108,12/31/2024,SCHEDULE 13G,1743725,"GRID DYNAMICS HOLDINGS, INC.",39813G109,2012383,"BlackRock, Inc.",34,D,34,0,6,12,8,0,0,4,4,0,GDYN,CIK,100,2025-01-08,21.12,70.31,0.92,0.99,-0.07,20.8,18.85,,1.54,12.04,,23.07,20.8,18.53,57.05,1.03,714700,1560120,0.46
0000902664-25-000229,20250115,12/31/2024,SCHEDULE 13G/A,1743745,"Greenlane Holdings, Inc.",395330400,1469336,"Empery Asset Management, LP",19,D,19,0,2,9,2,0,0,2,4,0,GNLN,CIK,100,2025-01-16,1207.5,42.86,-62.0,-81.19,19.19,1185.75,1340.85,,1.83,-9.95,,1325.33,1185.75,1046.17,57.79,102.11,28,174,0.16
0000902664-25-000229,20250115,12/31/2024,SCHEDULE 13G/A,1743745,"Greenlane Holdings, Inc.",395330400,1469336,Martin D. Hoe,19,D,19,0,2,9,2,0,0,2,4,0,GNLN,CIK,100,2025-01-16,1207.5,42.86,-62.0,-81.19,19.19,1185.75,1340.85,,1.83,-9.95,,1325.33,1185.75,1046.17,57.79,102.11,28,174,0.16
0000902664-25-000229,20250115,12/31/2024,SCHEDULE 13G/A,1743745,"Greenlane Holdings, Inc.",395330400,1469336,Ryan M. Lane,19,D,19,0,2,9,2,0,0,2,4,0,GNLN,CIK,100,2025-01-16,1207.5,42.86,-62.0,-81.19,19.19,1185.75,1340.85,,1.83,-9.95,,1325.33,1185.75,1046.17,57.79,102.11,28,174,0.16
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1103804,VIKING GLOBAL INVESTORS LP,36,D,36,0,12,12,6,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1132625,VIKING GLOBAL PERFORMANCE LLC,20,D,20,0,12,0,2,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1133006,HALVORSEN OLE ANDREAS,40,C,40,0,12,12,10,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1621596,Viking Long Fund Master Ltd.,26,D,26,0,12,0,8,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1621607,Viking Long Fund GP LLC,20,D,20,0,12,0,2,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1621842,Ott David C.,40,C,40,0,12,12,10,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1629472,Viking Global Opportunities Portfolio GP LLC,32,D,32,0,12,12,2,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1629476,Viking Global Opportunities GP LLC,32,D,32,0,12,12,2,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1629482,Viking Global Opportunities Illiquid Investments Sub-Master LP,36,D,36,0,12,12,6,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1711393,Shabet Rose Sharon,40,C,40,0,12,12,10,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1759530,Viking Global Equities Master Ltd.,26,D,26,0,12,0,8,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000905148-25-000308,20250131,01/31/2025,SCHEDULE 13D/A,1743881,"BridgeBio Pharma, Inc.",10806X102,1886738,Viking Global Opportunities Parent GP LLC,32,D,32,0,12,12,2,1,0,1,4,0,BBIO,CIK,100,2025-01-31,34.21,28.52,2.07,2.19,-0.12,33.52,29.47,,2.06,16.08,,40.22,33.52,26.82,55.15,2.0,3032000,2911120,1.04
0000897101-25-000046,20250106,12/31/2024,SCHEDULE 13G/A,1745059,Angel Oak Financial Strategies Income Term Trust,03464A100,769317,"Sit Fixed Income Advisors II, LLC",34,D,34,0,2,14,12,0,0,2,4,0,FINS,CIK,100,2025-01-07,11.51,76.28,0.03,0.03,0.0,11.48,11.4,,0.22,0.92,,11.63,11.48,11.33,58.34,0.13,47000,93380,0.5
0000897101-25-000046,20250106,12/31/2024,SCHEDULE 13G/A,1745059,Angel Oak Financial Strategies Income Term Trust,03464A100,769317,"Sit Investment Associates, Inc.",34,D,34,0,2,14,12,0,0,2,4,0,FINS,CIK,100,2025-01-07,11.51,76.28,0.03,0.03,0.0,11.48,11.4,,0.22,0.92,,11.63,11.48,11.33,58.34,0.13,47000,93380,0.5
0000895421-25-000033,20250107,01/07/2025,SCHEDULE 13G/A,1745059,Angel Oak Financial Strategies Income Term Trust,03464A100,895421,MORGAN STANLEY,9,D,9,0,2,0,2,0,0,1,4,0,FINS,CIK,100,2025-01-08,11.64,76.87,0.04,0.03,0.01,11.49,11.4,,1.3,2.1,,11.65,11.49,11.33,96.66,0.13,62400,90925,0.69
0000895421-25-000033,20250107,01/07/2025,SCHEDULE 13G/A,1745059,Angel Oak Financial Strategies Income Term Trust,03464A100,895421,MORGAN STANLEY SMITH BARNEY LLC,9,D,9,0,2,0,2,0,0,1,4,0,FINS,CIK,100,2025-01-08,11.64,76.87,0.04,0.03,0.01,11.49,11.4,,1.3,2.1,,11.65,11.49,11.33,96.66,0.13,62400,90925,0.69
0000354204-25-000483,20250123,12/31/2024,SCHEDULE 13G/A,1745916,PennyMac Financial Services Inc,70932M107,354204,Dimensional Fund Advisors LP,20,D,20,0,2,0,12,0,0,2,4,0,PFSI,CIK,100,2025-01-24,108.13,65.68,1.56,0.4,1.16,101.9,102.67,,6.11,5.32,,109.8,101.9,94.0,89.43,2.34,202600,258700,0.78
0001104659-25-002732,20250110,09/30/2024,SCHEDULE 13G/A,1745999,Beam Therapeutics Inc.,07373V105,1697748,ARK Investment Management LLC,28,D,28,0,2,9,12,0,0,1,4,0,BEAM,CIK,100,2025-01-10,26.39,63.92,-0.13,0.02,-0.15,27.21,26.35,,-3.01,0.15,,30.08,27.21,24.35,35.6,1.68,1708200,1214760,1.41
0002012383-25-000050,20250108,12/31/2024,SCHEDULE 13G,1746618,"Revolve Group, Inc.",76156B107,2012383,"BlackRock, Inc.",34,D,34,0,6,12,8,0,0,4,4,0,RVLV,CIK,100,2025-01-08,30.91,54.27,-0.69,-0.11,-0.57,34.35,33.33,,-10.01,-7.26,,38.73,34.35,29.98,10.63,1.62,745000,982890,0.76
0001213900-25-006702,20250127,01/21/2025,SCHEDULE 13G,1747661,"Color Star Technology Co., Ltd.",G2287A126,1646799,Daniel B. Asher,25,D,25,0,6,9,2,0,0,4,4,0,ZNB,CIK,100,2025-01-28,36.0,80.0,-21.78,-28.2,6.42,45.61,77.53,,-21.07,-53.57,,60.46,45.61,30.76,17.64,7.23,28608,105145,0.27
0001213900-25-006702,20250127,01/21/2025,SCHEDULE 13G,1747661,"Color Star Technology Co., Ltd.",G2287A126,1646799,Intracoastal Capital LLC,25,D,25,0,6,9,2,0,0,4,4,0,ZNB,CIK,100,2025-01-28,36.0,80.0,-21.78,-28.2,6.42,45.61,77.53,,-21.07,-53.57,,60.46,45.61,30.76,17.64,7.23,28608,105145,0.27
0001213900-25-006702,20250127,01/21/2025,SCHEDULE 13G,1747661,"Color Star Technology Co., Ltd.",G2287A126,1646799,Mitchell P. Kopin,25,D,25,0,6,9,2,0,0,4,4,0,ZNB,CIK,100,2025-01-28,36.0,80.0,-21.78,-28.2,6.42,45.61,77.53,,-21.07,-53.57,,60.46,45.61,30.76,17.64,7.23,28608,105145,0.27
0001140361-25-002764,20250131,12/31/2024,SCHEDULE 13G/A,1747777,Blue Owl Technology Finance Corp.,000000000,315054,REGENTS OF THE UNIVERSITY OF CALIFORNIA,21,D,21,0,2,12,2,0,0,1,4,0,OTF,CIK,100,,,,,,,,,,,,,,,,,,,,
0001361974-25-000004,20250106,12/31/2024,SCHEDULE 13G/A,1748797,BRP Inc.,05577W200,1361974,"Beutel, Goodman & Co Ltd.",29,D,29,0,2,9,12,0,0,2,4,0,DOO,CIK,100,2025-01-07,52.05,64.89,0.29,0.12,0.17,50.68,49.41,,2.69,5.33,,52.65,50.68,48.72,84.62,1.6,101800,126895,0.8
0001493152-25-004106,20250129,01/27/2025,SCHEDULE 13D/A,1750106,Alset Inc.,02115D208,1261725,Heng Fai Ambrose Chan,46,C,46,0,12,14,10,5,0,1,4,0,AEI,CIK,100,2025-01-30,0.88,26.3,-0.05,-0.06,0.01,0.94,1.03,,-6.7,-14.85,,1.21,0.94,0.67,38.33,0.08,198000,2768450,0.07
0001493152-25-004106,20250129,01/27/2025,SCHEDULE 13D/A,1750106,Alset Inc.,02115D208,1261725,HFE Holdings Limited,30,D,30,0,12,0,8,5,0,1,4,0,AEI,CIK,100,2025-01-30,0.88,26.3,-0.05,-0.06,0.01,0.94,1.03,,-6.7,-14.85,,1.21,0.94,0.67,38.33,0.08,198000,2768450,0.07
0001104659-25-002683,20250110,01/02/2025,SCHEDULE 13G,1750106,Alset Inc.,02115D208,1649553,"CVI Investments, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,AEI,CIK,100,2025-01-10,0.93,51.64,-0.04,-0.04,0.0,1.03,1.17,,-10.19,-20.94,,1.29,1.03,0.77,29.81,0.29,183800,2749705,0.07
0001104659-25-002683,20250110,01/02/2025,SCHEDULE 13G,1750106,Alset Inc.,02115D208,1649553,"Heights Capital Management, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,AEI,CIK,100,2025-01-10,0.93,51.64,-0.04,-0.04,0.0,1.03,1.17,,-10.19,-20.94,,1.29,1.03,0.77,29.81,0.29,183800,2749705,0.07
0001213900-25-001199,20250106,01/02/2025,SCHEDULE 13D/A,1750264,Highest Performances Holdings Inc.,69373Y109,1424714,Sea Synergy Limited,81,A,81,0,12,14,8,5,18,2,16,6,MAAS,CIK,100,2025-01-07,23.04,3.82,0.03,-1.07,1.11,18.91,20.75,,21.84,11.04,,23.72,18.91,14.1,92.93,2.42,4203,1869,2.25
0001213900-25-001199,20250106,01/02/2025,SCHEDULE 13D/A,1750264,Highest Performances Holdings Inc.,69373Y109,1424714,Summer Day Limited,81,A,81,0,12,14,8,5,18,2,16,6,MAAS,CIK,100,2025-01-07,23.04,3.82,0.03,-1.07,1.11,18.91,20.75,,21.84,11.04,,23.72,18.91,14.1,92.93,2.42,4203,1869,2.25
0001213900-25-001199,20250106,01/02/2025,SCHEDULE 13D/A,1750264,Highest Performances Holdings Inc.,69373Y109,1424714,Yinan Hu,83,A,83,0,12,14,10,5,18,2,16,6,MAAS,CIK,100,2025-01-07,23.04,3.82,0.03,-1.07,1.11,18.91,20.75,,21.84,11.04,,23.72,18.91,14.1,92.93,2.42,4203,1869,2.25
0001213900-25-003621,20250115,01/02/2025,SCHEDULE 13D,1750264,Highest Performances Holdings Inc.,69373Y109,2052069,Katherine Wang,91,A,91,0,18,14,10,5,18,4,16,6,MAAS,CIK,100,2025-01-16,15.78,25.0,-1.18,-0.89,-0.29,18.42,19.1,,-14.33,-17.38,,23.83,18.42,13.0,25.67,2.94,1028,2308,0.45
0001213900-25-003621,20250115,01/02/2025,SCHEDULE 13D,1750264,Highest Performances Holdings Inc.,69373Y109,2052069,Moonlit Group Ltd,89,A,89,0,18,14,8,5,18,4,16,6,MAAS,CIK,100,2025-01-16,15.78,25.0,-1.18,-0.89,-0.29,18.42,19.1,,-14.33,-17.38,,23.83,18.42,13.0,25.67,2.94,1028,2308,0.45
0001213900-25-003620,20250115,01/02/2025,SCHEDULE 13D,1750264,Highest Performances Holdings Inc.,69373Y109,2052175,Equality Group Ltd.,81,A,81,0,18,6,8,5,18,4,16,6,MAAS,CIK,100,2025-01-16,15.78,25.0,-1.18,-0.89,-0.29,18.42,19.1,,-14.33,-17.38,,23.83,18.42,13.0,25.67,2.94,1028,2308,0.45
0001213900-25-003620,20250115,01/02/2025,SCHEDULE 13D,1750264,Highest Performances Holdings Inc.,69373Y109,2052175,Hongyu Wang,83,A,83,0,18,6,10,5,18,4,16,6,MAAS,CIK,100,2025-01-16,15.78,25.0,-1.18,-0.89,-0.29,18.42,19.1,,-14.33,-17.38,,23.83,18.42,13.0,25.67,2.94,1028,2308,0.45
0000950170-25-004846,20250113,01/08/2025,SCHEDULE 13G/A,1750284,"OLEMA PHARMACEUTICALS, INC.",68062P106,2015553,"Bain Capital Life Sciences Opportunities IV, L.P.",23,D,23,0,2,9,6,0,0,2,4,0,OLMA,CIK,100,2025-01-14,5.14,78.47,-0.95,-1.01,0.06,5.83,8.45,,-11.84,-39.17,,6.81,5.83,4.84,15.23,0.53,1408800,1372185,1.03
0001535610-25-000013,20250103,12/31/2024,SCHEDULE 13G/A,1750593,Fangdd Network Group Ltd.,30712L109,1535610,HAL MINTZ,18,D,18,0,2,0,10,0,0,2,4,0,DUO,CIK,100,2025-01-03,10.61,30.4,-0.61,-0.7,0.09,11.05,12.64,,-4.0,-16.08,,13.89,11.05,8.21,42.22,1.25,137694,1075184,0.13
0001535610-25-000013,20250103,12/31/2024,SCHEDULE 13G/A,1750593,Fangdd Network Group Ltd.,30712L109,1535610,"SABBY MANAGEMENT, LLC",10,D,10,0,2,0,2,0,0,2,4,0,DUO,CIK,100,2025-01-03,10.61,30.4,-0.61,-0.7,0.09,11.05,12.64,,-4.0,-16.08,,13.89,11.05,8.21,42.22,1.25,137694,1075184,0.13
0001535610-25-000013,20250103,12/31/2024,SCHEDULE 13G/A,1750593,Fangdd Network Group Ltd.,30712L109,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,10,D,10,0,2,0,2,0,0,2,4,0,DUO,CIK,100,2025-01-03,10.61,30.4,-0.61,-0.7,0.09,11.05,12.64,,-4.0,-16.08,,13.89,11.05,8.21,42.22,1.25,137694,1075184,0.13
0000932471-25-000122,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corp,03831W108,102909,The Vanguard Group,25,D,25,0,2,6,12,0,0,1,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0000950170-25-011117,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corporation,03831W108,1853423,Angel Pride Holdings Limited,21,D,21,0,2,6,8,0,0,1,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0000950170-25-011117,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corporation,03831W108,1853423,Prominence Trust Limited,21,D,21,0,2,6,8,0,0,1,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0000950170-25-011119,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corporation,03831W108,1996466,Asian Creative Capital Limited,16,D,16,0,2,0,8,0,0,2,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0000950170-25-011119,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corporation,03831W108,1996466,Discovery Key Investments Limited,16,D,16,0,2,0,8,0,0,2,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0000950170-25-011119,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corporation,03831W108,1996466,Hao Tang,18,D,18,0,2,0,10,0,0,2,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0000950170-25-011119,20250130,12/31/2024,SCHEDULE 13G/A,1751008,AppLovin Corporation,03831W108,1996466,Midterm Success Limited,16,D,16,0,2,0,8,0,0,2,4,0,APP,CIK,100,2025-01-31,369.59,21.51,10.49,8.47,2.03,345.11,340.18,,7.09,8.65,,378.92,345.11,311.3,86.2,19.11,3353300,4102570,0.82
0001140361-25-002203,20250128,01/24/2025,SCHEDULE 13D/A,1752828,Celularity Inc,151190204,1872884,Dragasac Ltd,41,C,41,0,12,14,2,2,0,1,4,6,CELU,CIK,100,2025-01-29,2.34,43.79,0.03,0.0,0.03,2.25,2.33,,4.0,0.43,,2.5,2.25,1.99,68.63,0.18,42500,85060,0.5
0001140361-25-002203,20250128,01/24/2025,SCHEDULE 13D/A,1752828,Celularity Inc,151190204,1872884,Genting Berhad,41,C,41,0,12,14,2,2,0,1,4,6,CELU,CIK,100,2025-01-29,2.34,43.79,0.03,0.0,0.03,2.25,2.33,,4.0,0.43,,2.5,2.25,1.99,68.63,0.18,42500,85060,0.5
0001140361-25-002203,20250128,01/24/2025,SCHEDULE 13D/A,1752828,Celularity Inc,151190204,1872884,Lim Kok Thay,41,C,41,0,12,14,2,2,0,1,4,6,CELU,CIK,100,2025-01-29,2.34,43.79,0.03,0.0,0.03,2.25,2.33,,4.0,0.43,,2.5,2.25,1.99,68.63,0.18,42500,85060,0.5
0001140361-25-002203,20250128,01/24/2025,SCHEDULE 13D/A,1752828,Celularity Inc,151190204,1872884,Resorts World Inc Pte. Ltd.,39,D,39,0,12,12,2,2,0,1,4,6,CELU,CIK,100,2025-01-29,2.34,43.79,0.03,0.0,0.03,2.25,2.33,,4.0,0.43,,2.5,2.25,1.99,68.63,0.18,42500,85060,0.5
0001172661-25-000345,20250124,09/30/2024,SCHEDULE 13G/A,1753539,BlackSky Technology Inc.,09263B207,1758720,Walleye Capital LLC,20,D,20,0,2,0,12,0,0,2,4,0,BKSY,CIK,100,2025-01-24,14.96,66.67,0.56,0.25,0.32,11.15,10.63,,34.17,40.73,,13.53,11.15,8.78,130.11,1.16,4252700,1189165,3.58
0001829126-25-000396,20250127,09/11/2023,SCHEDULE 13G,1753681,Elite Performance Holding Corp.,000000000,2053106,Jon McKenzie,33,D,33,0,6,9,10,0,0,4,4,0,,,,,,,,,,,,,,,,,,,,,,,
0002012383-25-000313,20250129,12/31/2024,SCHEDULE 13G,1754170,AerSale Corp,00810F106,2012383,"BlackRock, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,ASLE,CIK,100,2025-01-30,6.8,39.51,0.18,0.16,0.02,6.51,6.33,,4.45,7.42,,7.07,6.51,5.95,75.89,0.17,188000,243520,0.77
0002012383-25-000319,20250130,12/31/2024,SCHEDULE 13G/A,1754170,AerSale Corp,00810F106,2012383,"BlackRock, Inc.",22,D,22,0,2,6,8,0,0,2,4,0,ASLE,CIK,100,2025-01-31,6.77,39.51,0.17,0.16,0.01,6.53,6.34,,3.68,6.78,,7.09,6.53,5.97,71.43,0.16,250600,240745,1.04
0000950170-25-007491,20250121,01/17/2025,SCHEDULE 13D/A,1754820,"Desktop Metal, Inc.",25058X303,1071351,Farhad Fred Ebrahimi,76,B,76,0,12,14,10,5,18,1,16,0,"""DM""",CIK,100,,,,,,,,,,,,,,,,,,,,
0000950170-25-007491,20250121,01/17/2025,SCHEDULE 13D/A,1754820,"Desktop Metal, Inc.",25058X303,1071351,Mary Wilkie Ebrahimi,76,B,76,0,12,14,10,5,18,1,16,0,"""DM""",CIK,100,,,,,,,,,,,,,,,,,,,,
