accession_number,filed_as_of_date,date_of_event,conformed_submission_type,issuer_cik,issuer_name,issuer_cusip,reporting_person_cik,reporting_person_name,score_total,grade,score_base,score_direction_adj,score_form_type,score_percent_of_class,score_rpt_type,score_source_funds,score_activist,score_amend_no,score_purpose,score_item6,ticker,ticker_match_method,ticker_match_score
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1543112,Cheung Ka Ho,33,D,33,0,12,0,10,6,0,1,4,0,KZR,CIK,100
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1543112,Frances Anne Elizabeth Richard,33,D,33,0,12,0,10,6,0,1,4,0,KZR,CIK,100
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1543112,Jill Marie Franklin,33,D,33,0,12,0,10,6,0,1,4,0,KZR,CIK,100
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1543112,Morningside Venture Investments Limited,31,D,31,0,12,0,8,6,0,1,4,0,KZR,CIK,100
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1543112,Peter Stuart Allenby Edwards,33,D,33,0,12,0,10,6,0,1,4,0,KZR,CIK,100
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1543112,Suk Ying Pauli Ng,42,C,42,0,12,9,10,6,0,1,4,0,KZR,CIK,100
0000950170-25-006313,20250116,12/03/2024,SCHEDULE 13D/A,1645666,"Kezar Life Sciences, Inc.",49372L100,1769229,Equal Talent Investments Limited,40,C,40,0,12,9,8,6,0,1,4,0,KZR,CIK,100
0001213900-25-000914,20250103,12/31/2024,SCHEDULE 13D/A,1646188,Ondas Holdings Inc.,68236H204,1990211,"Charles & Potomac Capital, LLC",27,D,27,0,12,6,2,2,0,1,4,0,ONDS,CIK,100
0001213900-25-000914,20250103,12/31/2024,SCHEDULE 13D/A,1646188,Ondas Holdings Inc.,68236H204,1990211,Joseph V. Popolo,38,D,38,0,12,9,10,2,0,1,4,0,ONDS,CIK,100
0001023875-25-000008,20250127,12/31/2024,SCHEDULE 13G,1647088,WILLSCOT HOLDINGS CORPORATION,971378104,1023875,"Franklin Mutual Advisers, LLC",22,D,22,0,6,6,2,0,0,4,4,0,WSC,CIK,100
0001104659-25-002019,20250108,12/31/2024,SCHEDULE 13G,1647639,"Upstart Holdings, Inc.",91680M107,1009268,"D. E. Shaw & Co., L.L.C.",22,D,22,0,6,6,2,0,0,4,4,0,UPST,CIK,100
0001104659-25-002019,20250108,12/31/2024,SCHEDULE 13G,1647639,"Upstart Holdings, Inc.",91680M107,1009268,"D. E. Shaw & Co., L.P.",22,D,22,0,6,6,2,0,0,4,4,0,UPST,CIK,100
0001104659-25-002019,20250108,12/31/2024,SCHEDULE 13G,1647639,"Upstart Holdings, Inc.",91680M107,1009268,David E. Shaw,30,D,30,0,6,6,10,0,0,4,4,0,UPST,CIK,100
0001213900-25-003497,20250114,01/08/2025,SCHEDULE 13G,1648960,"DatChat, Inc.",23816M206,1646799,Daniel B. Asher,16,D,16,0,6,0,2,0,0,4,4,0,MYSE,CIK,100
0001213900-25-003497,20250114,01/08/2025,SCHEDULE 13G,1648960,"DatChat, Inc.",23816M206,1646799,Intracoastal Capital LLC,16,D,16,0,6,0,2,0,0,4,4,0,MYSE,CIK,100
0001213900-25-003497,20250114,01/08/2025,SCHEDULE 13G,1648960,"DatChat, Inc.",23816M206,1646799,Mitchell P. Kopin,16,D,16,0,6,0,2,0,0,4,4,0,MYSE,CIK,100
0000947871-25-000063,20250122,01/17/2025,SCHEDULE 13D/A,1649989,"Outlook Therapeutics, Inc.",69012T305,1717441,SUKHTIAN GHIATH M.,47,C,47,0,12,14,10,6,0,1,4,0,OTLK,CIK,100
0000947871-25-000063,20250122,01/17/2025,SCHEDULE 13D/A,1649989,"Outlook Therapeutics, Inc.",69012T305,1804598,GMS VENTURES & INVESTMENTS,39,D,39,0,12,14,2,6,0,1,4,0,OTLK,CIK,100
0001104659-25-000920,20250103,12/31/2024,SCHEDULE 13D/A,1651407,"Checkpoint Therapeutics, Inc.",162828206,1429260,"Fortress Biotech, Inc.",32,D,32,0,12,12,2,1,0,1,4,0,"""CKPT""",CIK,100
0000950170-25-001490,20250103,01/03/2025,SCHEDULE 13D/A,1651717,Nomad Foods Limited,G6564A105,940603,Brimstone Investments LLC,20,D,20,0,12,0,2,1,0,1,4,0,NOMD,CIK,100
0000950170-25-001490,20250103,01/03/2025,SCHEDULE 13D/A,1651717,Nomad Foods Limited,G6564A105,940603,Martin E. Franklin Revocable Trust,20,D,20,0,12,0,2,1,0,1,4,0,NOMD,CIK,100
0000950170-25-001490,20250103,01/03/2025,SCHEDULE 13D/A,1651717,Nomad Foods Limited,G6564A105,940603,Sir Martin E. Franklin,34,D,34,0,12,6,10,1,0,1,4,0,NOMD,CIK,100
0000932471-25-000028,20250108,12/31/2024,SCHEDULE 13G/A,1652130,Intellia Therapeutics Inc,45826J105,102909,The Vanguard Group,31,D,31,0,2,12,12,0,0,1,4,0,NTLA,CIK,100
0000354204-25-000463,20250123,12/31/2024,SCHEDULE 13G,1652535,Ichor Holdings Ltd,G4740B105,354204,Dimensional Fund Advisors LP,32,D,32,0,6,6,12,0,0,4,4,0,ICHR,CIK,100
0001747139-25-000005,20250122,01/17/2025,SCHEDULE 13D/A,1653558,"Priority Technology Holdings, Inc.",74275G107,1747139,"AESV CreditCard Consulting, LLC",27,D,27,0,12,6,2,1,0,2,4,0,PRTH,CIK,100
0001747139-25-000005,20250122,01/17/2025,SCHEDULE 13D/A,1653558,"Priority Technology Holdings, Inc.",74275G107,1747139,John V. Priore,35,D,35,0,12,6,10,1,0,2,4,0,PRTH,CIK,100
0000950170-25-008920,20250124,12/31/2024,SCHEDULE 13G,1653558,"PRIORITY TECHNOLOGY HOLDINGS, INC.",74275G107,1332638,Stone Point Capital LLC,16,D,16,0,6,0,2,0,0,4,4,0,PRTH,CIK,100
0000950170-25-008920,20250124,12/31/2024,SCHEDULE 13G,1653558,"PRIORITY TECHNOLOGY HOLDINGS, INC.",74275G107,1332638,"Trident Capital VII, L.P.",20,D,20,0,6,0,6,0,0,4,4,0,PRTH,CIK,100
0000950170-25-008920,20250124,12/31/2024,SCHEDULE 13G,1653558,"PRIORITY TECHNOLOGY HOLDINGS, INC.",74275G107,1332638,Trident Finxera Holdings GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,PRTH,CIK,100
0000950170-25-008920,20250124,12/31/2024,SCHEDULE 13G,1653558,"PRIORITY TECHNOLOGY HOLDINGS, INC.",74275G107,1332638,Trident Finxera Holdings LP,20,D,20,0,6,0,6,0,0,4,4,0,PRTH,CIK,100
0000950170-25-008920,20250124,12/31/2024,SCHEDULE 13G,1653558,"PRIORITY TECHNOLOGY HOLDINGS, INC.",74275G107,1332638,"Trident VII, L.P.",20,D,20,0,6,0,6,0,0,4,4,0,PRTH,CIK,100
0000919574-25-000432,20250121,01/16/2025,SCHEDULE 13G,1653558,"Priority Technology Holdings, Inc.",74275G107,1901865,"Divisadero Street Capital, LLC",22,D,22,0,6,6,2,0,0,4,4,0,PRTH,CIK,100
0000919574-25-000432,20250121,01/16/2025,SCHEDULE 13G,1653558,"Priority Technology Holdings, Inc.",74275G107,1901865,"Divisadero Street Capital Management, LP",22,D,22,0,6,6,2,0,0,4,4,0,PRTH,CIK,100
0000919574-25-000432,20250121,01/16/2025,SCHEDULE 13G,1653558,"Priority Technology Holdings, Inc.",74275G107,1901865,"Divisadero Street Partners GP, LLC",22,D,22,0,6,6,2,0,0,4,4,0,PRTH,CIK,100
0000919574-25-000432,20250121,01/16/2025,SCHEDULE 13G,1653558,"Priority Technology Holdings, Inc.",74275G107,1901865,"Divisadero Street Partners, L.P.",26,D,26,0,6,6,6,0,0,4,4,0,PRTH,CIK,100
0000919574-25-000432,20250121,01/16/2025,SCHEDULE 13G,1653558,"Priority Technology Holdings, Inc.",74275G107,1901865,William Zolezzi,22,D,22,0,6,6,2,0,0,4,4,0,PRTH,CIK,100
0001178913-25-000017,20250106,12/31/2024,SCHEDULE 13G/A,1654126,ZIM Integrated Shipping Services Ltd.,M9T951109,1611005,Kenon Holdings Ltd.,16,D,16,0,2,0,8,0,0,2,4,0,ZIM,CIK,100
0001104659-25-006390,20250127,01/27/2025,SCHEDULE 13D/A,1654595,"Medalist Diversified REIT, Inc.",58403P402,1271775,Francis P. Kavanaugh,82,A,82,0,12,14,10,5,18,1,16,6,MDRR,CIK,100
0000897423-25-000003,20250129,06/25/2024,SCHEDULE 13D,1654595,"Medalist Diversified REIT, Inc.",58403P402,1936147,Finley Susan,53,C,53,0,18,12,10,5,0,4,4,0,MDRR,CIK,100
0000897423-25-000003,20250129,06/25/2024,SCHEDULE 13D,1654595,"Medalist Diversified REIT, Inc.",58403P402,1936172,"ALF Operating Partners, Ltd.",37,D,37,0,18,0,6,5,0,4,4,0,MDRR,CIK,100
0000897423-25-000003,20250129,06/25/2024,SCHEDULE 13D,1654595,"Medalist Diversified REIT, Inc.",58403P402,1936183,Finley Alfred Lee,53,C,53,0,18,12,10,5,0,4,4,0,MDRR,CIK,100
0001104659-25-001689,20250107,12/13/2024,SCHEDULE 13D,1654595,"Medalist Diversified REIT, Inc.",58403P402,2050571,Kramer Kory J.,47,C,47,0,18,6,10,5,0,4,4,0,MDRR,CIK,100
0001104659-25-001683,20250107,12/13/2024,SCHEDULE 13G,1654595,"Medalist Diversified REIT, Inc.",58403P402,2050634,Marc Carlson,30,D,30,0,6,6,10,0,0,4,4,0,MDRR,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Citadel Advisors Holdings LP,16,D,16,0,6,0,2,0,0,4,4,0,ARVN,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Citadel Advisors LLC,16,D,16,0,6,0,2,0,0,4,4,0,ARVN,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Citadel GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,ARVN,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Citadel Securities GP LLC,16,D,16,0,6,0,2,0,0,4,4,0,ARVN,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Citadel Securities Group LP,16,D,16,0,6,0,2,0,0,4,4,0,ARVN,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Citadel Securities LLC,16,D,16,0,6,0,2,0,0,4,4,0,ARVN,CIK,100
0001104659-25-007585,20250130,01/23/2025,SCHEDULE 13G,1655759,"ARVINAS, INC.",04335A105,1423053,Kenneth Griffin,22,D,22,0,6,6,2,0,0,4,4,0,ARVN,CIK,100
0001085146-25-000182,20250114,12/31/2024,SCHEDULE 13G/A,1655888,Blue Owl Capital Corporation,69121K104,1483260,State of New Jersey Common Pension Fund E,15,D,15,0,2,6,2,0,0,1,4,0,OBDC,CIK,100
0001085146-25-000237,20250116,01/13/2025,SCHEDULE 13G/A,1655888,Blue Owl Capital Corporation,69121K104,1483260,State of New Jersey Common Pension Fund E,3,D,9,-6,2,0,2,0,0,1,4,0,OBDC,CIK,100
0000919574-25-000782,20250131,01/15/2025,SCHEDULE 13G,1655923,Alpha Cognition Inc.,02074J501,1512127,BESSER JAMES E,30,D,30,0,6,6,10,0,0,4,4,0,ACOG,CIK,100
0000919574-25-000782,20250131,01/15/2025,SCHEDULE 13G,1655923,Alpha Cognition Inc.,02074J501,1512127,FRANK MORGAN C.,30,D,30,0,6,6,10,0,0,4,4,0,ACOG,CIK,100
0001398344-25-000365,20250107,12/31/2024,SCHEDULE 13G/A,1656081,ENDAVA PLC,29260V105,1021223,"Kayne Anderson Rudnick Investment Management, LLC",32,D,32,0,2,12,12,0,0,2,4,0,DAVA,CIK,100
0001398344-25-000365,20250107,12/31/2024,SCHEDULE 13G/A,1656081,ENDAVA PLC,29260V105,1021223,Virtus Equity Trust on behalf of Virtus KAR Small Cap Growth Fund,16,D,16,0,2,6,2,0,0,2,4,0,DAVA,CIK,100
0001398344-25-000365,20250107,12/31/2024,SCHEDULE 13G/A,1656081,ENDAVA PLC,29260V105,1021223,"Virtus Investment Advisers, LLC",29,D,29,0,2,9,12,0,0,2,4,0,DAVA,CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1237289,Scott D. Sandell,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1277631,Forest Baskett,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1328625,Edward T. Mathers,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1553150,Paul Walker,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1559827,"Anthony A. Florence, Jr.",33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1613867,Ali Behbahani,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1629794,"New Enterprise Associates 15, L.P.",29,D,29,0,12,0,6,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1630226,Mohamad H. Makhzoumi,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1640031,"NEA Partners 15, L.P.",29,D,29,0,12,0,6,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1640033,"NEA 15 GP, LLC",25,D,25,0,12,0,2,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1644965,"Growth Equity Opportunities Fund IV, LLC",25,D,25,0,12,0,2,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1746342,Carmen Chang,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1768564,"New Enterprise Associates 17, L.P.",29,D,29,0,12,0,6,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1790256,"Growth Equity Opportunities 17, LLC",25,D,25,0,12,0,2,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1796820,"NEA Partners 17, L.P.",29,D,29,0,12,0,6,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1796821,"NEA 17 GP, LLC",25,D,25,0,12,0,2,6,0,1,4,0,"""VRNA""",CIK,100
0001072613-25-000057,20250121,01/16/2025,SCHEDULE 13D/A,1657312,Verona Pharma plc,925050106,1851328,Rick Yang,33,D,33,0,12,0,10,6,0,1,4,0,"""VRNA""",CIK,100
0000932471-25-000094,20250130,12/31/2024,SCHEDULE 13G/A,1658247,Crinetics Pharmaceuticals Inc,22663K107,102909,The Vanguard Group,28,D,28,0,2,9,12,0,0,1,4,0,CRNX,CIK,100
0000902664-25-000221,20250114,01/13/2025,SCHEDULE 13G,1658551,"Amylyx Pharmaceuticals, Inc.",03237H101,1603466,"Point72 Asset Management, L.P.",26,D,26,0,6,6,6,0,0,4,4,0,AMLX,CIK,100
0000902664-25-000221,20250114,01/13/2025,SCHEDULE 13G,1658551,"Amylyx Pharmaceuticals, Inc.",03237H101,1603466,"Point72 Capital Advisors, Inc.",28,D,28,0,6,6,8,0,0,4,4,0,AMLX,CIK,100
0000902664-25-000221,20250114,01/13/2025,SCHEDULE 13G,1658551,"Amylyx Pharmaceuticals, Inc.",03237H101,1603466,Steven A. Cohen,30,D,30,0,6,6,10,0,0,4,4,0,AMLX,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1074084,Albert Erani,32,D,32,0,12,12,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1244191,Glenn H. Nussdorf,29,D,29,0,12,9,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Alan A. Ades,34,D,34,0,12,14,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Alan A. Ades,34,D,34,0,12,14,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Alan Ades 2014 GRAT,20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Albert Erani,32,D,32,0,12,12,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Albert Erani Family Trust dated 12/29/2012,20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Dennis Erani,29,D,29,0,12,9,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Dennis Erani 2012 Issue Trust dated 12/20/12,26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Glenn H. Nussdorf,29,D,29,0,12,9,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,"GN 2016 Family Trust u/a/d August 12, 2016",20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,"GN 2016 Organo 10-Year GRAT u/a/d September 30, 2016",26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Josette Ades,28,D,28,0,12,0,10,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Organo Investors LLC,20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Organo PFG LLC,26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,"RED Holdings, LLC",26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-001352,20250103,12/31/2024,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757286,Starr Wisdom,28,D,28,0,12,0,10,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757452,"GN 2016 Organo 10-Year GRAT u/a/d September 30, 2016",26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757453,"GN 2016 Family Trust u/a/d August 12, 2016",20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757455,Dennis Erani 2012 Issue Trust dated 12/20/12,26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757567,Alan Ades 2014 GRAT,20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757573,Organo Investors LLC,20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1757580,Organo PFG LLC,26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1760663,Albert Erani Family Trust dated 12/29/2012,20,D,20,0,12,0,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1760685,Dennis Erani,29,D,29,0,12,9,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1760694,Starr Wisdom,28,D,28,0,12,0,10,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,1900525,"RED Holdings, LLC",26,D,26,0,12,6,2,1,0,1,4,0,ORGO,CIK,100
0000950170-25-004892,20250113,01/09/2025,SCHEDULE 13D/A,1661181,Organogenesis Holdings Inc.,68621F102,2050939,Josette Ades,34,D,34,0,12,6,10,1,0,1,4,0,ORGO,CIK,100
0000902664-25-000190,20250113,01/08/2025,SCHEDULE 13D/A,1661460,"Poseida Therapeutics, Inc.",73730P108,1425851,Matthew Halbower,32,D,32,0,12,0,2,1,0,1,16,0,,,
0000902664-25-000190,20250113,01/08/2025,SCHEDULE 13D/A,1661460,"Poseida Therapeutics, Inc.",73730P108,1425851,Pentwater Capital Management LP,32,D,32,0,12,0,2,1,0,1,16,0,,,
0001104659-25-003781,20250115,01/08/2025,SCHEDULE 13G/A,1661460,"Poseida Therapeutics, Inc.",73730P108,1685138,Malin Corporation plc,16,D,16,0,2,0,8,0,0,2,4,0,,,
0001104659-25-003781,20250115,01/08/2025,SCHEDULE 13G/A,1661460,"Poseida Therapeutics, Inc.",73730P108,1685138,Malin Life Sciences Holdings Limited,10,D,10,0,2,0,2,0,0,2,4,0,,,
0001104659-25-004536,20250117,01/16/2025,SCHEDULE 13D/A,1662684,"KULR Technology Group, Inc.",50125G109,1680640,Michael Mo,68,B,68,0,12,9,10,1,18,2,16,0,KULR,CIK,100
0001140361-25-002213,20250128,12/31/2024,SCHEDULE 13G/A,1662972,"Blackstone Real Estate Income Trust, Inc.",000000000,315054,REGENTS OF THE UNIVERSITY OF CALIFORNIA,19,D,19,0,2,9,2,0,0,2,4,0,,,
0001662991-25-000016,20250103,11/19/2024,SCHEDULE 13D/A,1662991,Sezzle Inc.,78435P105,1865019,Paradis Family LLC,43,C,43,0,12,0,2,5,0,2,16,6,SEZL,CIK,100
0001662991-25-000016,20250103,11/19/2024,SCHEDULE 13D/A,1662991,Sezzle Inc.,78435P105,1865019,Paul Paradis,51,C,51,0,12,0,10,5,0,2,16,6,SEZL,CIK,100
0001535610-25-000020,20250103,12/31/2024,SCHEDULE 13G/A,1665300,"Phunware, Inc.",71948P100,1535610,HAL MINTZ,18,D,18,0,2,0,10,0,0,2,4,0,PHUN,CIK,100
0001535610-25-000020,20250103,12/31/2024,SCHEDULE 13G/A,1665300,"Phunware, Inc.",71948P100,1535610,"SABBY MANAGEMENT, LLC",10,D,10,0,2,0,2,0,0,2,4,0,PHUN,CIK,100
0001535610-25-000020,20250103,12/31/2024,SCHEDULE 13G/A,1665300,"Phunware, Inc.",71948P100,1535610,SABBY VOLATILITY WARRANT MASTER FUND LTD,10,D,10,0,2,0,2,0,0,2,4,0,PHUN,CIK,100
0000921895-25-000040,20250103,12/31/2024,SCHEDULE 13D/A,1666071,"Cardlytics, Inc.",14161W105,1697591,"CAS Investment Partners, LLC",39,D,39,0,12,12,2,2,0,1,4,6,CDLX,CIK,100
0000921895-25-000040,20250103,12/31/2024,SCHEDULE 13D/A,1666071,"Cardlytics, Inc.",14161W105,1697591,"CSWR PARTNERS, LP",31,D,31,0,12,0,6,2,0,1,4,6,CDLX,CIK,100
0000921895-25-000040,20250103,12/31/2024,SCHEDULE 13D/A,1666071,"Cardlytics, Inc.",14161W105,1697591,SOSIN LLC,39,D,39,0,12,12,2,2,0,1,4,6,CDLX,CIK,100
0000921895-25-000040,20250103,12/31/2024,SCHEDULE 13D/A,1666071,"Cardlytics, Inc.",14161W105,1697591,"SOSIN MASTER, LP",37,D,37,0,12,6,6,2,0,1,4,6,CDLX,CIK,100
0000921895-25-000040,20250103,12/31/2024,SCHEDULE 13D/A,1666071,"Cardlytics, Inc.",14161W105,1697919,SOSIN CLIFFORD,47,C,47,0,12,12,10,2,0,1,4,6,CDLX,CIK,100
0001445546-25-000055,20250107,12/31/2024,SCHEDULE 13G,1667919,First Trust Exchange-Traded Fund VIII,33740F474,1184765,First Trust Advisors L.P.,38,D,38,0,6,12,12,0,0,4,4,0,"""FV""",CIK,100
0001445546-25-000056,20250107,12/31/2024,SCHEDULE 13G,1667919,First Trust Exchange-Traded Fund VIII,33740F250,1184765,First Trust Advisors L.P.,46,C,40,6,6,14,12,0,0,4,4,0,"""FV""",CIK,100
0001445546-25-000033,20250107,12/31/2024,SCHEDULE 13G/A,1667919,First Trust Exchange-Traded Fund VIII,33740U802,1184765,First Trust Advisors L.P.,39,D,33,6,2,14,12,0,0,1,4,0,"""FV""",CIK,100
